Saur-ST-2415	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-345	Saur-arcc-90	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2416	Saur-pta_-4	Saur-gmk_-185	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2417	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-268
Saur-ST-2418	Saur-pta_-259	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-1
Saur-ST-2419	Saur-pta_-1	Saur-gmk_-8	Saur-glpf-296	Saur-aroe-9	Saur-arcc-4	Saur-tpi_-75	Saur-yqil-8
Saur-ST-2420	Saur-pta_-7	Saur-gmk_-20	Saur-glpf-6	Saur-aroe-346	Saur-arcc-18	Saur-tpi_-50	Saur-yqil-48
Saur-ST-2421	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-265	Saur-yqil-2
Saur-ST-2422	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-5	Saur-arcc-6	Saur-tpi_-14	Saur-yqil-54
Saur-ST-2423	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-262	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2424	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-5	Saur-arcc-19	Saur-tpi_-14	Saur-yqil-2
Saur-ST-2425	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-158	Saur-arcc-6	Saur-tpi_-26	Saur-yqil-5
Saur-ST-2426	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-266	Saur-yqil-2
Saur-ST-2427	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-297	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2428	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-347	Saur-arcc-2	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2429	Saur-pta_-260	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-349	Saur-arcc-10	Saur-tpi_-95	Saur-yqil-2
Saur-ST-2430	Saur-pta_-7	Saur-gmk_-98	Saur-glpf-6	Saur-aroe-5	Saur-arcc-6	Saur-tpi_-14	Saur-yqil-5
Saur-ST-2431	Saur-pta_-82	Saur-gmk_-66	Saur-glpf-236	Saur-aroe-348	Saur-arcc-201	Saur-tpi_-267	Saur-yqil-269
Saur-ST-2432	Saur-pta_-261	Saur-gmk_-44	Saur-glpf-298	Saur-aroe-75	Saur-arcc-263	Saur-tpi_-68	Saur-yqil-270
Saur-ST-2433	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-5	Saur-arcc-264	Saur-tpi_-14	Saur-yqil-5
Saur-ST-2434	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-299	Saur-aroe-13	Saur-arcc-13	Saur-tpi_-11	Saur-yqil-13
Saur-ST-2435	Saur-pta_-262	Saur-gmk_-15	Saur-glpf-1	Saur-aroe-1	Saur-arcc-3	Saur-tpi_-1	Saur-yqil-271
Saur-ST-2436	Saur-pta_-25	Saur-gmk_-186	Saur-glpf-1	Saur-aroe-350	Saur-arcc-3	Saur-tpi_-5	Saur-yqil-3
Saur-ST-2437	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-351	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2438	Saur-pta_-1	Saur-gmk_-8	Saur-glpf-1	Saur-aroe-352	Saur-arcc-4	Saur-tpi_-10	Saur-yqil-8
Saur-ST-2439	Saur-pta_-1	Saur-gmk_-8	Saur-glpf-1	Saur-aroe-353	Saur-arcc-4	Saur-tpi_-10	Saur-yqil-8
Saur-ST-2440	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-265	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2441	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-354	Saur-arcc-13	Saur-tpi_-11	Saur-yqil-13
Saur-ST-2442	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-300	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-268	Saur-yqil-2
Saur-ST-2443	Saur-pta_-263	Saur-gmk_-13	Saur-glpf-8	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2444	Saur-pta_-2	Saur-gmk_-187	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-2	Saur-yqil-2
Saur-ST-2445	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-355	Saur-arcc-13	Saur-tpi_-11	Saur-yqil-13
Saur-ST-2446	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-40	Saur-arcc-266	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2447	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-301	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2448	Saur-pta_-4	Saur-gmk_-8	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-269	Saur-yqil-3
Saur-ST-2449	Saur-pta_-1	Saur-gmk_-160	Saur-glpf-269	Saur-aroe-321	Saur-arcc-23	Saur-tpi_-47	Saur-yqil-40
Saur-ST-2450	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-302	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2451	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-343	Saur-arcc-2	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2452	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-237	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2453	Saur-pta_-1	Saur-gmk_-168	Saur-glpf-280	Saur-aroe-1	Saur-arcc-3	Saur-tpi_-5	Saur-yqil-178
Saur-ST-2454	Saur-pta_-264	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2455	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-1	Saur-yqil-3
Saur-ST-2456	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-46	Saur-aroe-66	Saur-arcc-6	Saur-tpi_-50	Saur-yqil-18
Saur-ST-2457	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-3	Saur-tpi_-5	Saur-yqil-272
Saur-ST-2458	Saur-pta_-1	Saur-gmk_-168	Saur-glpf-280	Saur-aroe-240	Saur-arcc-3	Saur-tpi_-5	Saur-yqil-273
Saur-ST-2459	Saur-pta_-1	Saur-gmk_-168	Saur-glpf-280	Saur-aroe-240	Saur-arcc-3	Saur-tpi_-5	Saur-yqil-3
Saur-ST-2460	Saur-pta_-265	Saur-gmk_-105	Saur-glpf-6	Saur-aroe-4	Saur-arcc-267	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2461	Saur-pta_-7	Saur-gmk_-20	Saur-glpf-6	Saur-aroe-33	Saur-arcc-268	Saur-tpi_-50	Saur-yqil-48
Saur-ST-2462	Saur-pta_-9	Saur-gmk_-2	Saur-glpf-157	Saur-aroe-7	Saur-arcc-269	Saur-tpi_-9	Saur-yqil-7
Saur-ST-2463	Saur-pta_-195	Saur-gmk_-142	Saur-glpf-303	Saur-aroe-303	Saur-arcc-211	Saur-tpi_-211	Saur-yqil-274
Saur-ST-2464	Saur-pta_-266	Saur-gmk_-188	Saur-glpf-248	Saur-aroe-305	Saur-arcc-270	Saur-tpi_-202	Saur-yqil-186
Saur-ST-2465	Saur-pta_-195	Saur-gmk_-188	Saur-glpf-248	Saur-aroe-305	Saur-arcc-211	Saur-tpi_-202	Saur-yqil-275
Saur-ST-2466	Saur-pta_-195	Saur-gmk_-143	Saur-glpf-304	Saur-aroe-307	Saur-arcc-270	Saur-tpi_-202	Saur-yqil-276
Saur-ST-2467	Saur-pta_-267	Saur-gmk_-189	Saur-glpf-248	Saur-aroe-356	Saur-arcc-271	Saur-tpi_-202	Saur-yqil-186
Saur-ST-2468	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-305	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2469	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-5	Saur-yqil-10
Saur-ST-2470	Saur-pta_-268	Saur-gmk_-190	Saur-glpf-306	Saur-aroe-357	Saur-arcc-272	Saur-tpi_-270	Saur-yqil-277
Saur-ST-2471	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-101	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2472	Saur-pta_-5	Saur-gmk_-1	Saur-glpf-4	Saur-aroe-1	Saur-arcc-4	Saur-tpi_-1	Saur-yqil-4
Saur-ST-2473	Saur-pta_-269	Saur-gmk_-66	Saur-glpf-307	Saur-aroe-358	Saur-arcc-273	Saur-tpi_-271	Saur-yqil-278
Saur-ST-2474	Saur-pta_-195	Saur-gmk_-188	Saur-glpf-253	Saur-aroe-282	Saur-arcc-206	Saur-tpi_-202	Saur-yqil-186
Saur-ST-2475	Saur-pta_-271	Saur-gmk_-142	Saur-glpf-308	Saur-aroe-274	Saur-arcc-206	Saur-tpi_-202	Saur-yqil-186
Saur-ST-2476	Saur-pta_-272	Saur-gmk_-142	Saur-glpf-253	Saur-aroe-359	Saur-arcc-206	Saur-tpi_-202	Saur-yqil-205
Saur-ST-2477	Saur-pta_-248	Saur-gmk_-188	Saur-glpf-253	Saur-aroe-360	Saur-arcc-206	Saur-tpi_-236	Saur-yqil-279
Saur-ST-2478	Saur-pta_-273	Saur-gmk_-142	Saur-glpf-253	Saur-aroe-282	Saur-arcc-206	Saur-tpi_-273	Saur-yqil-280
Saur-ST-2479	Saur-pta_-1	Saur-gmk_-5	Saur-glpf-269	Saur-aroe-13	Saur-arcc-23	Saur-tpi_-1	Saur-yqil-40
Saur-ST-2480	Saur-pta_-263	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2481	Saur-pta_-11	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-31	Saur-arcc-1	Saur-tpi_-41	Saur-yqil-3
Saur-ST-2482	Saur-pta_-124	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-141	Saur-arcc-1	Saur-tpi_-8	Saur-yqil-3
Saur-ST-2483	Saur-pta_-175	Saur-gmk_-34	Saur-glpf-215	Saur-aroe-1	Saur-arcc-151	Saur-tpi_-180	Saur-yqil-169
Saur-ST-2484	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-274	Saur-yqil-29
Saur-ST-2485	Saur-pta_-20	Saur-gmk_-2	Saur-glpf-19	Saur-aroe-35	Saur-arcc-276	Saur-tpi_-26	Saur-yqil-39
Saur-ST-2486	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-45	Saur-aroe-57	Saur-arcc-45	Saur-tpi_-58	Saur-yqil-10
Saur-ST-2487	Saur-pta_-11	Saur-gmk_-14	Saur-glpf-1	Saur-aroe-3	Saur-arcc-1	Saur-tpi_-25	Saur-yqil-10
Saur-ST-2488	Saur-pta_-270	Saur-gmk_-2	Saur-glpf-46	Saur-aroe-66	Saur-arcc-6	Saur-tpi_-50	Saur-yqil-18
Saur-ST-2489	Saur-pta_-7	Saur-gmk_-191	Saur-glpf-45	Saur-aroe-95	Saur-arcc-18	Saur-tpi_-15	Saur-yqil-5
Saur-ST-2490	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-45	Saur-aroe-57	Saur-arcc-6	Saur-tpi_-14	Saur-yqil-52
Saur-ST-2491	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-46	Saur-aroe-66	Saur-arcc-6	Saur-tpi_-272	Saur-yqil-18
Saur-ST-2492	Saur-pta_-10	Saur-gmk_-192	Saur-glpf-8	Saur-aroe-40	Saur-arcc-10	Saur-tpi_-32	Saur-yqil-2
Saur-ST-2493	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-284
Saur-ST-2494	Saur-pta_-1	Saur-gmk_-8	Saur-glpf-1	Saur-aroe-362	Saur-arcc-10	Saur-tpi_-1	Saur-yqil-2
Saur-ST-2495	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-249	Saur-yqil-2
Saur-ST-2496	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-311	Saur-aroe-115	Saur-arcc-6	Saur-tpi_-32	Saur-yqil-5
Saur-ST-2497	Saur-pta_-7	Saur-gmk_-18	Saur-glpf-312	Saur-aroe-153	Saur-arcc-18	Saur-tpi_-223	Saur-yqil-5
Saur-ST-2498	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-40	Saur-arcc-277	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2499	Saur-pta_-8	Saur-gmk_-2	Saur-glpf-1	Saur-aroe-363	Saur-arcc-7	Saur-tpi_-8	Saur-yqil-6
Saur-ST-2500	Saur-pta_-7	Saur-gmk_-1	Saur-glpf-6	Saur-aroe-71	Saur-arcc-111	Saur-tpi_-58	Saur-yqil-110
Saur-ST-2501	Saur-pta_-1	Saur-gmk_-8	Saur-glpf-1	Saur-aroe-1	Saur-arcc-267	Saur-tpi_-1	Saur-yqil-1
Saur-ST-2502	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-299	Saur-aroe-13	Saur-arcc-278	Saur-tpi_-11	Saur-yqil-13
Saur-ST-2503	Saur-pta_-11	Saur-gmk_-15	Saur-glpf-14	Saur-aroe-1	Saur-arcc-69	Saur-tpi_-26	Saur-yqil-39
Saur-ST-2504	Saur-pta_-20	Saur-gmk_-2	Saur-glpf-19	Saur-aroe-35	Saur-arcc-3	Saur-tpi_-19	Saur-yqil-39
Saur-ST-2505	Saur-pta_-20	Saur-gmk_-2	Saur-glpf-19	Saur-aroe-35	Saur-arcc-3	Saur-tpi_-26	Saur-yqil-40
Saur-ST-2506	Saur-pta_-20	Saur-gmk_-2	Saur-glpf-19	Saur-aroe-35	Saur-arcc-3	Saur-tpi_-26	Saur-yqil-10
Saur-ST-2507	Saur-pta_-4	Saur-gmk_-42	Saur-glpf-1	Saur-aroe-3	Saur-arcc-2	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2508	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-364	Saur-arcc-6	Saur-tpi_-32	Saur-yqil-5
Saur-ST-2509	Saur-pta_-10	Saur-gmk_-2	Saur-glpf-8	Saur-aroe-365	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2510	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-313	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2511	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-275	Saur-yqil-3
Saur-ST-2512	Saur-pta_-8	Saur-gmk_-5	Saur-glpf-314	Saur-aroe-6	Saur-arcc-7	Saur-tpi_-8	Saur-yqil-6
Saur-ST-2513	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-279	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2514	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-276	Saur-yqil-10
Saur-ST-2515	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-285
Saur-ST-2516	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-280	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2517	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-366	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2518	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-286
Saur-ST-2519	Saur-pta_-275	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-3	Saur-tpi_-5	Saur-yqil-3
Saur-ST-2520	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-367	Saur-arcc-281	Saur-tpi_-5	Saur-yqil-92
Saur-ST-2521	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-315	Saur-aroe-1	Saur-arcc-3	Saur-tpi_-5	Saur-yqil-3
Saur-ST-2522	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-316	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2523	Saur-pta_-11	Saur-gmk_-105	Saur-glpf-237	Saur-aroe-75	Saur-arcc-274	Saur-tpi_-1	Saur-yqil-11
Saur-ST-2524	Saur-pta_-11	Saur-gmk_-105	Saur-glpf-237	Saur-aroe-75	Saur-arcc-274	Saur-tpi_-1	Saur-yqil-40
Saur-ST-2525	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-75	Saur-arcc-274	Saur-tpi_-1	Saur-yqil-3
Saur-ST-2526	Saur-pta_-13	Saur-gmk_-44	Saur-glpf-237	Saur-aroe-75	Saur-arcc-275	Saur-tpi_-68	Saur-yqil-270
Saur-ST-2527	Saur-pta_-11	Saur-gmk_-1	Saur-glpf-6	Saur-aroe-75	Saur-arcc-275	Saur-tpi_-1	Saur-yqil-40
Saur-ST-2528	Saur-pta_-13	Saur-gmk_-122	Saur-glpf-237	Saur-aroe-75	Saur-arcc-275	Saur-tpi_-3	Saur-yqil-270
Saur-ST-2529	Saur-pta_-13	Saur-gmk_-44	Saur-glpf-237	Saur-aroe-75	Saur-arcc-275	Saur-tpi_-68	Saur-yqil-281
Saur-ST-2530	Saur-pta_-274	Saur-gmk_-1	Saur-glpf-310	Saur-aroe-45	Saur-arcc-275	Saur-tpi_-195	Saur-yqil-11
Saur-ST-2531	Saur-pta_-274	Saur-gmk_-1	Saur-glpf-310	Saur-aroe-361	Saur-arcc-275	Saur-tpi_-1	Saur-yqil-11
Saur-ST-2532	Saur-pta_-11	Saur-gmk_-2	Saur-glpf-237	Saur-aroe-75	Saur-arcc-274	Saur-tpi_-5	Saur-yqil-282
Saur-ST-2533	Saur-pta_-11	Saur-gmk_-105	Saur-glpf-237	Saur-aroe-75	Saur-arcc-274	Saur-tpi_-1	Saur-yqil-283
Saur-ST-2534	Saur-pta_-11	Saur-gmk_-2	Saur-glpf-237	Saur-aroe-75	Saur-arcc-274	Saur-tpi_-5	Saur-yqil-3
Saur-ST-2535	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-14	Saur-arcc-284	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2536	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-279	Saur-yqil-2
Saur-ST-2537	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-14	Saur-arcc-285	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2538	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-286	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2539	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-287	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2540	Saur-pta_-4	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-14	Saur-arcc-288	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2541	Saur-pta_-5	Saur-gmk_-1	Saur-glpf-4	Saur-aroe-1	Saur-arcc-4	Saur-tpi_-280	Saur-yqil-4
Saur-ST-2542	Saur-pta_-5	Saur-gmk_-1	Saur-glpf-4	Saur-aroe-1	Saur-arcc-4	Saur-tpi_-280	Saur-yqil-5
Saur-ST-2543	Saur-pta_-11	Saur-gmk_-8	Saur-glpf-1	Saur-aroe-3	Saur-arcc-1	Saur-tpi_-5	Saur-yqil-288
Saur-ST-2544	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-1	Saur-yqil-289
Saur-ST-2545	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-370	Saur-arcc-289	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2546	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-287
Saur-ST-2547	Saur-pta_-276	Saur-gmk_-1	Saur-glpf-4	Saur-aroe-1	Saur-arcc-4	Saur-tpi_-5	Saur-yqil-4
Saur-ST-2548	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-14	Saur-arcc-282	Saur-tpi_-3	Saur-yqil-287
Saur-ST-2549	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-368	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2550	Saur-pta_-13	Saur-gmk_-195	Saur-glpf-6	Saur-aroe-18	Saur-arcc-18	Saur-tpi_-15	Saur-yqil-18
Saur-ST-2551	Saur-pta_-13	Saur-gmk_-9	Saur-glpf-6	Saur-aroe-103	Saur-arcc-18	Saur-tpi_-15	Saur-yqil-18
Saur-ST-2552	Saur-pta_-20	Saur-gmk_-2	Saur-glpf-19	Saur-aroe-369	Saur-arcc-283	Saur-tpi_-26	Saur-yqil-39
Saur-ST-2553	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-317	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-214	Saur-yqil-2
Saur-ST-2554	Saur-pta_-36	Saur-gmk_-19	Saur-glpf-1	Saur-aroe-4	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2555	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-59	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-11
Saur-ST-2556	Saur-pta_-187	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-10	Saur-tpi_-278	Saur-yqil-11
Saur-ST-2557	Saur-pta_-4	Saur-gmk_-169	Saur-glpf-93	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-11
Saur-ST-2558	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-13	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2559	Saur-pta_-6	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-31	Saur-arcc-1	Saur-tpi_-4	Saur-yqil-11
Saur-ST-2560	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-132	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2561	Saur-pta_-19	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-40	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2562	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-290	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2563	Saur-pta_-11	Saur-gmk_-196	Saur-glpf-1	Saur-aroe-3	Saur-arcc-1	Saur-tpi_-51	Saur-yqil-10
Saur-ST-2564	Saur-pta_-274	Saur-gmk_-193	Saur-glpf-310	Saur-aroe-75	Saur-arcc-275	Saur-tpi_-195	Saur-yqil-11
Saur-ST-2565	Saur-pta_-274	Saur-gmk_-193	Saur-glpf-237	Saur-aroe-75	Saur-arcc-275	Saur-tpi_-99	Saur-yqil-3
Saur-ST-2566	Saur-pta_-274	Saur-gmk_-194	Saur-glpf-310	Saur-aroe-361	Saur-arcc-275	Saur-tpi_-195	Saur-yqil-11
Saur-ST-2567	Saur-pta_-274	Saur-gmk_-193	Saur-glpf-310	Saur-aroe-45	Saur-arcc-275	Saur-tpi_-195	Saur-yqil-11
Saur-ST-2568	Saur-pta_-274	Saur-gmk_-193	Saur-glpf-237	Saur-aroe-75	Saur-arcc-275	Saur-tpi_-1	Saur-yqil-3
Saur-ST-2569	Saur-pta_-274	Saur-gmk_-194	Saur-glpf-310	Saur-aroe-361	Saur-arcc-275	Saur-tpi_-277	Saur-yqil-11
Saur-ST-2570	Saur-pta_-274	Saur-gmk_-105	Saur-glpf-237	Saur-aroe-75	Saur-arcc-274	Saur-tpi_-1	Saur-yqil-283
Saur-ST-2571	Saur-pta_-4	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-31	Saur-arcc-3	Saur-tpi_-44	Saur-yqil-3
Saur-ST-2572	Saur-pta_-277	Saur-gmk_-8	Saur-glpf-1	Saur-aroe-1	Saur-arcc-3	Saur-tpi_-1	Saur-yqil-1
Saur-ST-2573	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-45	Saur-aroe-193	Saur-arcc-6	Saur-tpi_-58	Saur-yqil-290
Saur-ST-2574	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-45	Saur-aroe-193	Saur-arcc-291	Saur-tpi_-58	Saur-yqil-52
Saur-ST-2575	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-56	Saur-arcc-6	Saur-tpi_-14	Saur-yqil-5
Saur-ST-2576	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-318	Saur-aroe-5	Saur-arcc-6	Saur-tpi_-14	Saur-yqil-5
Saur-ST-2577	Saur-pta_-278	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-5	Saur-arcc-6	Saur-tpi_-14	Saur-yqil-5
Saur-ST-2578	Saur-pta_-279	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-124	Saur-arcc-3	Saur-tpi_-1	Saur-yqil-40
Saur-ST-2579	Saur-pta_-19	Saur-gmk_-2	Saur-glpf-15	Saur-aroe-23	Saur-arcc-292	Saur-tpi_-20	Saur-yqil-15
Saur-ST-2580	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-293	Saur-tpi_-3	Saur-yqil-291
Saur-ST-2581	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-372	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2582	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-319	Saur-aroe-3	Saur-arcc-2	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2583	Saur-pta_-1	Saur-gmk_-197	Saur-glpf-1	Saur-aroe-1	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-1
Saur-ST-2584	Saur-pta_-280	Saur-gmk_-23	Saur-glpf-14	Saur-aroe-1	Saur-arcc-22	Saur-tpi_-4	Saur-yqil-31
